Sentence ID	String	Author	URL	Agency	Date	Web Date
923784	For the full year, high-speed ADSL increased by 64 percent.	Roy Mark	*	*	June 11, 2003	2003/06/12
2348149	"It's unfortunate that Senator Clinton would seek to politicize such a qualified nominee as Governor Leavitt," said Taylor Gross, a White House spokesman.	WINNIE HU	www.nytimes.com	New York Times	September 7, 2003	2003/09/07
2348163	"It is unfortunate that Senator Clinton would seek to politicize such a qualified nominee as Governor Leavitt.	Tim Ahmann	asia.reuters.com	Reuters	*	2003/09/07
882005	The girl turned up two days later at a convenience store several cities away, shaken but safe, and helped lead police to her alleged abductor.	MAY WONG	*	*	*	2003/06/11
881903	The arrest came hours after the girl turned up at a convenience store several cities away and helped lead police to her alleged abductor.	MAY WONG	*	*	June 10, 2003	2003/06/11
1082745	Ride, astronauts Story Musgrave, Robert "Hoot" Gibson and Daniel Brandenstein will enter the hall of fame together.	Kelly Young	www.floridatoday.com	*	June 17, 2003	2003/06/18
1082697	Ride will be enshrined along with astronauts Story Musgrave, Robert "Hoot" Gibson and Daniel Brandenstein.	Kelly Young	www.space.com	*	*	2003/06/18
195728	But that amount would probably be impossible to pass in the Senate, where Republican moderates have refused to go above $350 billion.	DAVID FIRESTONE	www.nytimes.com	New York Times	May 10, 2003	2003/05/09
196099	Such an amount would probably be unable to summon a majority of the Senate, where Republican moderates have refused to go above $350 billion.	DAVID FIRESTONE	www.nytimes.com	New York Times	May 9, 2003	2003/05/09
1850477	They varied greatly, ranging from one per cent or two per cent to 36 per cent for a speciality US brand called American Spirit.	Rosie Waterhouse	*	*	*	2003/07/28
1850442	The results ranged from 1 per cent or 2 per cent to 36 per cent for a speciality brand called American Spirit.	Steve Connor	*	*	*	2003/07/28
960482	The board is investigating whether a shortage of funds in the shuttle program compromised safety.	PAUL RECER	www.ledger-enquirer.com	*	*	2003/06/13
960585	The board is investigating whether this compromised safety on the shuttle.	PAUL RECER	www.azdailysun.com	*	June 13, 2003	2003/06/13
607085	The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.	Douglas Burton	www.insightmag.com	*	*	2003/05/30
607213	Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.	Douglas Burton	washingtontimes.com	*	May 30, 2003	2003/05/30
1787955	A year earlier, it posted a profit of $102 million, or 13 cents a share.	Meredith Grossman Dubner	asia.reuters.com	Reuters	*	2003/07/22
1787922	That was more than double the $102 million, or 13 cents a share, for the year-earlier quarter.	Meredith Grossman Dubner	asia.reuters.com	Reuters	*	2003/07/22
2726643	British-born astronaut Michael Foale is about to fly into space to take up his post as commander of the International Space Station.	Helen Briggs	news.bbc.co.uk	*	*	2003/10/14
2726697	British-born astronaut Michael Foale is on his way to take command of the international space station.	Mark Ellis	www.mirror.co.uk	*	*	2003/10/14
2587767	In the clash with police, Lt. Mothana Ali said about 1,000 demonstrators had gone to the station demanding jobs.	SAMEER N. YACOUB	www.ajc.com	The Atlanta Journal-Constitution	*	2003/10/01
2587673	In Baghdad, police Lieut. Mothana Ali said about 1,000 demonstrators arrived at the station demanding jobs.	SAMEER N. YACOUB	www.thestar.com	*	*	2003/10/01
2750580	Clark said the program would cost about $100 million a year and would be part of the Department of Homeland Security.	Chaka Ferguson	www.boston.com	*	*	2003/10/15
2750611	Clark, one of nine Democrats seeking the nomination, said the program would cost about $100 million a year and would be within the Department of Homeland Security.	CHAKA FERGUSON	www.guardian.co.uk	*	*	2003/10/15
1916325	Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively."	Robyn Weisman	www.ecommercetimes.com	*	August 4, 2003	2003/08/07
1916124	"Ximian brings Novell unparalleled Linux expertise . . . [and strengthens] our ability to work with and leverage open source initiatives more constructively."	Bob Mims	www.sltrib.com	*	August 05, 2003	2003/08/07
1260012	Video replays suggested the ball had hit the ground before making contact with Sangakkara's foot.	Gareth Chetwynd	www.iol.co.za	*	*	2003/06/23
1260081	Television replays, though, showed the ball had touched the ground before Sangakkara's boot (262 for 4).	CountryAustraliaBangladeshEnglandICCIndiaKenyaNew ZealandPakistanS AfricaSri LankaZimbabweOther	www.cricket.org	*	*	2003/06/23
1002861	The GPO previously closed bookstores in San Francisco, Boston, Philadelphia, Chicago, Birmingham, Cleveland, and Columbus.	Roy Mark	dc.internet.com	*	June 16, 2003	2003/06/16
1002848	Since 2001, the agency has closed bookstores in San Francisco, Boston, Philadelphia, Chicago, Birmingham, Ala., Cleveland, Columbus, Ohio, and Washington.	Eric Chabrow	www.informationweek.com	*	*	2003/06/16
342319	Peterson is charged with two counts of murder in the deaths of his wife and unborn son.	FROM STAFF AND WIRE REPORTS	www.trivalleyherald.com	*	*	2003/05/16
342066	Peterson, 30, is awaiting trial on two counts of murder for the deaths of his wife, Laci, and their unborn son.	Chuck Afflerbach	www.cnn.com	*	*	2003/05/16
3181208	A second victim, Michael Walker, 23, was struck in the torso, the bullet perforating his lung.	Daryl Khan and Rocco Parascandola	www.nynewsday.com	*	Nov 17, 2003	2003/11/20
3181242	The other victim, Michael Walker, of 550 Barbey Street, was struck in the neck.	THOMAS J. LUECK	www.nytimes.com	New York Times	*	2003/11/20
1438101	In late morning trading, the Dow was up 13.88, or 0.2 percent, at 9,002.93, having shed 2.3 percent last week.	Amy Baldwin	www.signonsandiego.com	*	*	2003/07/01
3448500	Ryland Group (nyse: RYL - news - people), a homebuilder and mortgage-finance company, sank $9.65, or 11.6 percent, to $73.40.	Denise Duclaux	www.forbes.com	*	*	2004/01/08
3448457	Swedish telecom equipment maker Ericsson (nasdaq: QCOM - news - people) jumped $2.88, or 15.7 percent, to $21.28.	Vivian Chu	www.forbes.com	*	*	2004/01/08
1490044	Corixa shares rose 54 cents to $7.74 yesterday on the Nasdaq Stock Market.	MARNI LEFF KOTTLE	seattlepi.nwsource.com	*	July 1, 2003	2003/07/03
1489975	Shares of Corixa rose 54 cents, or about 8 percent, to close at $7.74.	Penni Crabtree	www.signonsandiego.com	*	July 1, 2003	2003/07/03
869770	PeopleSoft's board now has 10 business days to evaluate the Oracle offer and make a recommendation to its shareholders.	Chris O'Brien	www.siliconvalley.com	*	*	2003/06/10
870219	Nevertheless, PeopleSoft must review Oracle's tender offer and make a recommendation to shareholders.	Bill Snyder	www.thestreet.com	*	*	2003/06/10
3261114	They named the man charged as Noureddinne Mouleff, a 36-year-old of North African origin who was arrested in the southern coastal town of Eastbourne last week.	Michael Holden	www.boston.com	*	*	2003/12/03
3261175	Last week, Nur al-Din Muliff, a 36-year-old of North African origin, was arrested in the southern coastal town of Eastbourne.	Lawrence Smallman and Faisal Bodi	english.aljazeera.net	*	*	2003/12/03
1721993	Alcohol-related fatalities accounted for 41 percent of the total number of deaths.	Dee-Ann Durbin	www.cbsnews.com	*	*	2003/07/18
1219621	His next play, "Will Success Spoil Rock Hunter?" a satire on Hollywood, lasted more than a year on Broadway.	BOB THOMAS	www2.ocregister.com	*	June 22, 2003	2003/06/22
1219396	His next play, Will Success Spoil Rock Hunter?, lasted more than a year on Broadway and was also filmed by Fox.	Bob Thomas	news.independent.co.uk	*	*	2003/06/22
2532890	"I am unaware of any genuine entries concerning British servicemen in the police records," said a spokesman for the British High Commission in Nairobi yesterday.	Declan Walsh	news.independent.co.uk	*	*	2003/09/27
2532868	"I am therefore unaware of any genuine entries concerning rapes by British servicemen in police records," the spokesman said.	Adrian Blomfield	www.telegraph.co.uk	*	*	2003/09/27
941629	Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia.	CINDY WOCKNER	www.heraldsun.news.com.au	*	*	2003/06/12
941684	Jews, Americans and their allies had "evil" plans to colonise nations like Indonesia, Amrozi said.	Cindy Wockner	www.news.com.au	*	June 13, 2003	2003/06/12
3244942	It is so far out in international water that the finder Odyssey Marine Exploration, of Tampa, Fla., does not have to share the wealth with any governments.	WILLIAM J. BROAD	www.thestar.com	*	*	2003/11/30
3245075	And because it is so far out in international water, salvage company Odyssey Marine Exploration doesn't have to share the wealth with coastal state governments.	MITCH STACY	www.newsday.com	*	*	2003/11/30
774666	An unclear number of people were killed and more injured.	David I Steinberg	www.atimes.com	*	Jun 7, 2003	2003/06/06
774871	Four people were killed and 50 injured in the attacks.	Anwar Iqbal	www.upi.com	*	*	2003/06/06
2694616	Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.	Jill Barton	www.signonsandiego.com	*	*	2003/10/11
763570	"Of course, I want to win again, but I think it's worse when you have never won because you get anxious.	TOM TEBBUTT	www.globeandmail.com	*	*	2003/06/05
61159	CS's other main division, Financial Services, made a 666 million franc net profit, six percent below the prior quarter.	Knut Engelmann	reuters.com	Reuters	*	2003/05/06
61387	CS Financial Services made a 666 million franc net profit, six percent less than in the fourth quarter of last year.	Knut Engelmann	reuters.com	Reuters	*	2003/05/06
1396810	The answer, the group said, would be to "create a format that can be used by all devices but can accommodate other formats."	JACK KAPICA	www.globetechnology.com	*	*	2003/06/27
1396798	The DHWG says it will instead create a format that can be used by all devices but can accommodate other formats.	Chris Elwell	www.internetnews.com	*	June 24, 2003	2003/06/27
958161	Committee approval, expected today, would set the stage for debate on the Senate floor beginning Monday.	David Espo	www.theworldlink.com	*	June 12, 2003	2003/06/12
957782	That would clear the way for debate in the full Senate beginning on Monday.	DAVID ESPO	www.daytondailynews.com	*	*	2003/06/12
1782250	Recall proponents claim to have turned in more than 1.6 million signatures.	John Marelius	www.signonsandiego.com	*	July 22, 2003	2003/07/22
1782593	Recall sponsors say they have submitted 1.6 million signatures.	John Marelius	www.signonsandiego.com	*	July 20, 2003	2003/07/22
3355473	Kelly said Mr Rumsfeld last month made the unsolicited suggestion that this year's honour should go to all men and women who wear the US uniform.	Hugh Bronstein	www.smh.com.au	Sydney Morning Herald	December 23, 2003	2003/12/22
3355625	Kelly said Rumsfeld, in a November interview, made the unsolicited suggestion that this year's honor go to all men and women who wear the U.S. uniform.	Hugh Bronstein	www.reuters.com	Reuters	*	2003/12/22
1418561	Carlton Dotson, a teammate who lives in Hurlock, Md., said he talked to police Friday but was instructed not to talk about the case.	JAIME JORDAN and RANA L. CASH	www.dallasnews.com	*	*	2003/06/30
1418105	Carlton Dotson, who was on the team last season and lives in Hurlock, Md., said he was told not to talk about the case.	and The Dallas Morning News	seattletimes.nwsource.com	The Associated Press	*	2003/06/30
368021	PowderJect is roughly 20 percent owned by CEO Drayson, a high-profile UK businessman, and his family.	Sudip Kar-Gupta and Jed Seltzer	reuters.com	Reuters	*	2003/05/19
368077	PowderJect, roughly 20 percent owned by Chief Executive Paul Drayson and his family, reported surging annual profit early this month.	Sudip Kar-Gupta and Janet McBride	reuters.com	Reuters	*	2003/05/19
1802596	Schools Chancellor Joel Klein said the push for higher standards and accountability "is showing results."	CARL CAMPANILE	www.nypost.com	*	*	2003/07/23
1802526	Schools Chancellor Joel Klein said he was pleased by the results.	Ellen Yan	www.nynewsday.com	*	*	2003/07/23
123103	The husband's family says he has since passed two lie detector tests.	Rocco Parascandola	www.nynewsday.com	*	May 7, 2003	2003/05/07
123128	The Web site said Dr. Aronov had passed two lie detector tests, one administered by the police.	WILLIAM K. RASHBAUM and TINA KELLEY	www.nytimes.com	New York Times	May 7, 2003	2003/05/07
3442417	However, disability declined by more than 10 percent for those 60 to 69, the study said.	SIOBHAN McDONOUGH	story.news.yahoo.com	*	*	2004/01/08
3442438	Meanwhile, for people aged 60 to 69, disability declined by more than 10 percent.	Amanda Gardner	story.news.yahoo.com	*	*	2004/01/08
1079150	"Admiral Black has provided spiritual guidance to thousands of service men and women during his 25 years of service," Senate Majority Leader Bill Frist said yesterday .	Julia Duin	washingtontimes.com	*	June 18, 2003	2003/06/18
1079096	"Admiral Black has provided spiritual guidance to thousands of servicemen and women during his 25 years of service," Frist said.	JESSE J. HOLLAND	www.kansascity.com	*	*	2003/06/18
775854	On Monday, Christian Ganczarski was apprehended at the airport and was to appear before an anti-terrorism judge soon, the officials said.	The Sun	*	*	*	2003/06/06
775892	On Monday, Christian Ganczarski was apprehended at the airport and was to appear before an anti-terrorism judge in the coming days, the officials said on condition of anonymity.	Pierre-Antoine Souchard	*	*	*	2003/06/06
2662158	The Standard Edition is $15,000 per processor or $300 per named user.	Barbara Darrow	www.crn.com	*	October 09, 2003	2003/10/09
2662046	The Standard Edition One is a single processor version of the Oracle Standard Edition Database.	Ashlee Vance	www.theregister.co.uk	*	*	2003/10/09
2082785	Ottawa police reported 23 cases of looting, along with two deaths possibly attributed to the outage - a pedestrian hit by a car and a fire victim.	Larry Margasak	news.independent.co.uk	*	*	2003/08/16
2082239	In Canada's capital of Ottawa, police reported two deaths possibly linked to the power outage — a pedestrian hit by a car and a fire victim.	Larry McShane	news.independent.co.uk	*	*	2003/08/16
2464926	The teen was in critical condition with life-threatening wounds, police said in a news release.	NICHOLAS K. GERANIOS	seattlepi.nwsource.com	*	September 23, 2003	2003/09/23
20923	United already has paid the city $34 million in penalties for missing the first round of employment targets.	Chris O'Malley	www.indystar.com	*	May 3, 2003	2003/05/05
3301459	Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “steady” recovery from a quad bike accident.	John Bingham and Sam Sheringham	www.news.scotsman.com	*	*	2003/12/10
3301557	Wild rock legend Ozzy Osbourne could be kept in intensive care for “several days” following his quad bike accident, his doctor said tonight.	John Bingham and Sam Sheringham	www.news.scotsman.com	*	*	2003/12/10
1692026	Analysts surveyed by Reuters Research expected earnings of 13 cents a share on revenue of $6.7 billion, on average.	Chris Kraeuter	cbs.marketwatch.com	*	*	2003/07/16
1692079	Analysts currently expect earnings of 13 cents a share and revenue of $6.7 billion, on average, according to a survey by Reuters Research.	Chris Kraeuter	cbs.marketwatch.com	*	*	2003/07/16
1545837	He plans to visit an AIDS clinic in Uganda and meet with infected mothers in Nigeria.	RAVI NESSMAN	www.guardian.co.uk	*	*	2003/07/07
1545878	From there he plans to visit South Africa and make stops in Botswana, Uganda and Nigeria.	George E. Condon Jr	www.signonsandiego.com	*	July 6, 2003	2003/07/07
1033204	O'Brien was charged with leaving the scene of a fatal accident, a felony.	BETH DeFALCO Tuesday	www.jg-tc.com	*	*	2003/06/17
1033365	Bishop Thomas O'Brien, 67, was booked on a charge of leaving the scene of a fatal accident.	BETH DeFALCO	www.theadvertiser.news.com.au	*	*	2003/06/17
3254208	Colorado Attorney-General Ken Salazar later said his office has also filed suit against Invesco, charging it with violations of the state's consumer protection act.	LISA SINGHANIA	www.globeandmail.com	*	*	2003/12/03
3254262	Colorado Attorney General Ken Salazar also filed a lawsuit Tuesday against Invesco, accusing it of violating the state's Consumer Protection Act.	Christine Dugas	www.usatoday.com	*	*	2003/12/03
2857994	Preventing stronger gains, News Corp <NCP.AX> fell 1.3 percent to A$12.43 and Brambles <BIL.AX> dropped 1.9 percent to A$4.75 after a weak performance overnight.	Marion Rae	www.forbes.com	*	*	2003/10/23
2857985	Holding the market back, News Corp <NCP.AX> fell two percent to A$12.34 and Brambles <BIL.AX> dropped 2.3 percent to A$4.73 after a weak performance overnight.	Marion Rae	www.forbes.com	*	*	2003/10/23
1077146	Police said her two small children were alone in the apartment for up to two days.	RON WORD	www.ajc.com	The Atlanta Journal-Constitution	*	2003/06/18
1076866	Police said her two small children were alone there for up to two days as she lay dead.	Ron Word	www.sltrib.com	*	June 18, 2003	2003/06/18
3065081	All five were charged with robbery and criminal impersonation of a police officer.	ZACH HABERMAN	www.nypost.com	*	*	2003/11/08
3065062	The teens are being held on charges of robbery and criminal impersonation of a police officer, sources said.	MARTIN MBUGUA	www.nydailynews.com	*	*	2003/11/08
3003054	Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.	PETER ENAV	seattlepi.nwsource.com	*	*	2003/11/03
3002969	Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.	PETER ENAV	www.guardian.co.uk	*	*	2003/11/03
2570310	But he confessed: "There's total fear to start with because you are completely at the mercy of the winds."	Paul Majendie	asia.reuters.com	Reuters	*	2003/09/30
2570364	But he said there was a "total fear to start with because you are completely at the mercy of the winds".	PAUL MAJENDIE	www.theadvertiser.news.com.au	*	*	2003/09/30
2309422	Marc Garber, Whitley's attorney, had a different view.	SCOTT LEITH	www.gjsentinel.com	*	*	2003/09/05
2309399	Whitley's attorney, Marc Garber, called the ruling "a huge victory."	SAMIRA JAFARI	seattlepi.nwsource.com	*	*	2003/09/05
1808839	Siebel, whose fortunes soared with the tech boom, has cut nearly one-third of its workforce since the end of 2001.	Jon Swartz	www.usatoday.com	*	*	2003/07/23
1808866	With the purge, Siebel will have cut 2,400 employees - or nearly one-third of its workforce - since the end of 2001.	MICHAEL LIEDTKE	www.canoe.ca	*	*	2003/07/23
1458116	Her lawyer, William Zabel, could not be reached.	JOEL SIEGEL	www.nydailynews.com	*	*	2003/07/02
1457912	Ms. Kennedy Cuomo's lawyer, William D. Zabel, said she would not comment.	JENNIFER STEINHAUER	www.nytimes.com	New York Times	July 1, 2003	2003/07/02
315770	The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.	Joshua Robin	www.nynewsday.com	*	May 14, 2003	2003/05/15
315638	The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.	Joshua Robin	www.nynewsday.com	*	May 15, 2003	2003/05/15
3059963	Microsoft this week released a critical update to fix a bug with its newly released Office 2003 suite.	John Leyden	www.theregister.co.uk	*	*	2003/11/08
3059991	Microsoft has released a critical update for its newly released office suite, Office 2003.	Online Staff	www.smh.com.au	Sydney Morning Herald	November 7, 2003	2003/11/08
2854524	About 1,557 genes on chromosome 6 are thought to be functional.	Patricia Reaney	www.reuters.co.uk	Reuters	*	2003/10/23
2854472	The remaining 1,557 genes are believed to be all functional.	Dr David Whitehouse	news.bbc.co.uk	*	*	2003/10/23
2724579	About 22% of twentysomethings are obese, which is roughly 30 pounds over a healthy weight.	Nanci Hellmich	www.usatoday.com	*	*	2003/10/14
2724652	About 31 percent of Americans are now obese — roughly 30 or more pounds over a healthy weight.	USA Today	www.news-leader.com	*	*	2003/10/14
1780523	"There is always a danger of casualties in something like this.	Ian McPhedran	www.news.com.au	*	July 23, 2003	2003/07/22
1780684	Howard said there was always a risk of casualties.	Michelle Nichols	www.alertnet.org	*	*	2003/07/22
862810	"She was crying and scared,' said Isa Yasin, the owner of the store.	May Wong	www.presstelegram.com	*	June 10, 2003	2003/06/10
862724	"She was crying and she was really scared," said Yasin.	FROM STAFF AND WIRE REPORTS	www.sanmateocountytimes.com	*	*	2003/06/10
1048574	The same flood that blocked the airport road also swamped a Federal Express depot.	LAWRENCE MESSINA	www.guardian.co.uk	*	*	2003/06/17
1048764	The water blocking the airport road swamped several buildings, including a Federal Express depot.	LAWRENCE MESSINA	wvgazette.com	*	*	2003/06/17
201919	He wants to kill him, but then I suppose I'd be that angry too if somebody tried to kill my old man," he said.	Matthew Moore and Wayne Miller	www.smh.com.au	Sydney Morning Herald	May 13 2003	2003/05/12
201848	"He's wild, he wants to kill him, but then I suppose I'd be that angry too if somebody tried to kill my old man."	Wayne Miller	www.theage.com.au	*	May 13 2003	2003/05/12
968647	Sovereign, based in Philadelphia, expects to close the acquisition in the first quarter of 2004.	TSC Staff	www.thestreet.com	*	*	2003/06/13
968699	Sovereign said it expects the merger to close in the first quarter of 2004, subject to regulatory and First Essex shareholder approval.	Jonathan Stempel	reuters.com	Reuters	*	2003/06/13
174670	The broad Standard & Poor's 500 Index .SPX was up 8.79 points, or 0.96 percent, at 929.06.	Denise Duclaux	reuters.com	Reuters	*	2003/05/09
1958081	The technology-laced Nasdaq Composite Index .IXIC ended off 8.15 points, or 0.49 percent, at 1,644.03.	Vivian Chu	reuters.com	Reuters	*	2003/08/09
1958144	The broader Standard & Poor's 500 Index .SPX advanced 2 points, or 0.24 percent, to 977.	Denise Duclaux	reuters.com	Reuters	*	2003/08/09
2798493	The high profile two-week campaign – which started on September 28 – was designed to show a strong police presence around London.	Caroline Gammell	www.news.scotsman.com	*	*	2003/10/18
2798323	The high profile, two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests, which a spokesman said was "pretty impressive".	Sally Pook	www.telegraph.co.uk	*	*	2003/10/18
2996241	Tom Hamilton said his daughter was conscious and alert and in stable condition after the attack Friday morning.	MATT SEDENSKY	www.guardian.co.uk	*	*	2003/11/02
2996734	Bethany, who remained in stable condition after the attack Friday morning, talked of the attack Saturday.	Henry Hilton	www.japantoday.com	*	November 3, 2003	2003/11/02
3271456	All of those governments have said their support will not waver, though public sentiment is rising against it.	CHRISTOPHER MARQUIS	www.nytimes.com	New York Times	*	2003/12/04
3271286	The governments of those countries have said that despite rising public opposition, their support will not waver.	CHRISTOPHER MARQUIS	www.nytimes.com	New York Times	*	2003/12/04
2182379	U.N. inspectors found traces of highly enriched, weapons-grade uranium at an Iranian nuclear facility, a report by the U.N. nuclear agency says.	GEORGE JAHN	www.guardian.co.uk	*	*	2003/08/27
199488	Since being drafted into service in 1971, it has racked up a record 45 accidents, with 393 deaths.	Somini Sengupta	www.bayarea.com	*	*	2003/05/12
199513	It has a chequered safety record, including 47 accidents that resulted in 668 deaths.	EDDY ISANGO	www.sundaytimes.news.com.au	*	*	2003/05/12
1399401	Other, more traditional tests are also available.	Mike Bockoven	*	*	*	2003/06/27
1399370	Traditional tests also are available at no cost today.	Jon Murray	*	*	June 27, 2003	2003/06/27
1807913	All along, we were basing our decisions on the best information that we had at the time," she said.	MARCIA DUNN	story.news.yahoo.com	*	*	2003/07/23
1807986	She insisted that throughout the mission, managers "were basing our decisions on the best information that we had at the time."	MATTHEW L. WALD	www.nytimes.com	New York Times	July 23, 2003	2003/07/23
2015389	The Calgary woman, who is in her twenties, donated blood on Aug. 7.	KEITH BRADFORD AND NOVA PIERSON	www.canoe.ca	*	*	2003/08/13
2015410	The woman -- who has no symptoms of illness -- donated blood Aug. 7.	NOVA PIERSON	www.canoe.ca	*	August 13, 2003	2003/08/13
221509	In a statement Monday, his lawyer John Keker said ``Frank Quattrone is innocent.	Deborah Lohse	www.bayarea.com	*	*	2003/05/12
1851555	He said Qualcomm has enjoyed many years of selling CDMA chips without much competition.	The Numbers	rcrnews.com	*	*	2003/07/28
345305	It passed only after Republicans won the support of two wavering senators, Democrat Ben Nelson of Nebraska and Republican George Voinovich of Ohio.	James Kuhnhenn	www.realcities.com	*	*	2003/05/16
344783	It passed only after Republicans won the support of Voinovich and another wavering senator, Nelson of Nebraska.	James Kuhnhenn	www.realcities.com	*	*	2003/05/16
422013	The jump in tobacco shares was led by New York-based Altria, whose shares rose almost 10 percent to $38.28.	Jim Loney	*	*	*	2003/05/22
421929	Shares of the cigarette makers jumped on the news, led by New York-based Altria, whose shares rose almost 10 percent to $38.30.	Jim Loney	*	Reuters	*	2003/05/22
2930014	Veritas will offer its File System, Volume Manager and Cluster Server software products on SUSE Enterprise Server in the first quarter next year.	Online Staff	www.smh.com.au	Sydney Morning Herald	October 28, 2003	2003/10/29
2930092	Already in beta, Veritas' File System, Volume Manager and Cluster Server products for SuSE Enterprise Linux Server should drop into the hands of customers in early 2004.	Pedro Hernandez	www.enterpriseitplanet.com	*	October 27, 2003	2003/10/29
1273439	Washington, however, said more was needed to prevent complaints being filed in the first place.	Paul Ames	www.boston.com	*	*	2003/06/24
1273223	But the US insisted it wanted more done to prevent complaints being filed in the first place, preferably by repealing the entire law.	North America	www.guardian.co.uk	*	June 24, 2003	2003/06/24
1787954	Southwest's net income amounted to $246 million, or 30 cents per share.	Meredith Grossman Dubner	asia.reuters.com	Reuters	*	2003/07/22
1788039	With the government grant added in, the airline earned $246 million, or 30 cents a share.	Eric Gillin	www.thestreet.com	*	*	2003/07/22
953776	The broader Standard & Poor's 500 Index ended up 1.03 points, or 0.10 percent, at 998.51, ending at its highest since late June 2002.	Haitham Haddadin	boston.com	Reuters	*	2003/06/12
953760	The broader Standard & Poor's 500 Index .SPX was off 1.67 points, or 0.17 percent, at 995.81.	Vivian Chu	reuters.com	Reuters	*	2003/06/12
1342025	If Lee is indicted, prosecutors will seek the death penalty.	JOSH NOEL	www.2theadvocate.com	*	*	2003/06/25
3059966	Microsoft has released separate patches for client and administrative versions of Office 2003.	John Leyden	www.theregister.co.uk	*	*	2003/11/08
3059994	Separate downloadable patches are available for the client and administrative versions of Office.	Online Staff	www.smh.com.au	Sydney Morning Herald	November 7, 2003	2003/11/08
1054641	The Nasdaq Composite increased by 40.09 points, or 2.5 per cent, to 1666.58.	Ari Levy	www.theage.com.au	*	June 18 2003	2003/06/17
1054466	The technology-laced Nasdaq Composite Index was up 5.64 points, or 0.34 percent, at 1,672.22.	Elizabeth Lazarowitz	boston.com	Reuters	*	2003/06/17
2631971	The nine largest airlines had $75.4 billion in revenue last year.	John Hughes	www.sltrib.com	*	October 07, 2003	2003/10/07
2632114	Since Sept. 11, 2001, the six largest airlines have lost a combined $18 billion.	Trebor Banstetter	www.dfw.com	*	*	2003/10/07
210652	Three Southern politicians who risked their political careers by fighting against bigotry and intolerance were honored Monday with John F. Kennedy Profile in Courage Awards for 2003.	David D. Haskell	www.upi.com	*	*	2003/05/12
210694	Three Southern politicians who ``stood up to ancient hatreds'' were honored Monday with Profile in Courage Awards from the John F. Kennedy Library and Museum.	KEN MAGUIRE	www.guardian.co.uk	*	*	2003/05/12
1636439	The effort is the Bush administration's latest effort to expand the role of religious organizations in government services.	KELLY KURT	www.sltrib.com	*	July 13, 2003	2003/07/13
1636701	July 10 - The Bush administration's latest effort to expand the role of religious organizations in government services enlists church-based youth groups in anti-drug programs.	Jonathan D. Salant	www.beliefnet.com	*	*	2003/07/13
722302	It also said it expects a civil complaint by the Securities and Exchange Commission.	Paul Thomasch and Angela Moore	reuters.com	Reuters	*	2003/06/04
1977631	The technology-laced Nasdaq Composite Index .IXIC lost 2 points, or 0.18 percent, to 1,649.	Denise Duclaux	asia.reuters.com	Reuters	*	2003/08/10
1977694	The technology-laced Nasdaq Composite Index .IXIC was up a mere 0.04 of a point at 1,653.	Denise Duclaux	asia.reuters.com	Reuters	*	2003/08/10
912583	A top aide to state Assembly Speaker Sheldon Silver was charged Wednesday with raping an unidentified, 22-year-old female state Assembly employee.	ALICIA CHANG	*	*	*	2003/06/12
912423	A top aide to Assembly Speaker Sheldon Silver was arrested yesterday for allegedly raping a 22-year-old legislative staffer after a night on the town.	JOE MAHONEY	*	*	*	2003/06/12
3452805	Officials say Peeler and Jones were never legally married but had a common-law marriage.	Harry R. Weber	www.news.com.au	*	January 9, 2004	2004/01/08
3453061	According to the GBI, Ms. Peeler and Mr. Jones were never legally married but had a common-law marriage.	Harry R. Weber	augustachronicle.com	*	*	2004/01/08
611560	He made the same decree in June 2002, but that measure was limited to the southern city of Arequipa amid fatal protests against the privatization of two power firms.	Missy Ryan	reuters.com	Reuters	*	2003/05/30
611447	That measure was limited to the city of Arequipa amid protests, that killed three people, against the sale of two power firms.	Missy Ryan	asia.reuters.com	Reuters	*	2003/05/30
2686714	In 1975 he married Marta Casals, the widow of Pablo Casals.	ALLAN KOZINN	www.nytimes.com	New York Times	*	2003/10/11
2686744	Istomin later married Casals' widow, Marta, after Casals' death in 1973.	Jonathan Nicholson	www.reuters.co.uk	Reuters	*	2003/10/11
1583736	"We have found the smoking gun," said Hubbard, director of NASA's Ames Research Center in California.	Jim Forsyth	reuters.com	Reuters	*	2003/07/09
2452548	The Washington Times first reported yesterday that Army Capt. James.	Steve Miller	washingtontimes.com	*	September 21, 2003	2003/09/21
2452405	The arrest was reported in The Washington Times today.	ERIC LICHTBLAU	www.nytimes.com	New York Times	September 21, 2003	2003/09/21
